"","term","sum","matched_pathways","seed"
"3143","Diverticulum, Esophageal","0","",3011
"3144","Preconception Injuries","1","Coronavirus disease - COVID-19",3011
"3145","Diverticulosis, Stomach","NA","",3011
"3146","Sertoli-Leydig Cell Tumor","0","",3011
"3147","Dermatitis, Contact","1","Coronavirus disease - COVID-19",3011
"3148","Bronchial Diseases","1","Coronavirus disease - COVID-19",3011
"3149","Hemorrhagic Disorders","1","Coronavirus disease - COVID-19",3011
"3150","Stomach Volvulus","0","",3011
"3151","Neurolymphomatosis","0","",3011
"3152","Pubic Symphysis Diastasis","NA","",3011
"3153","Hypersensitivity","1","Coronavirus disease - COVID-19",3011
"3154","Yang Deficiency","0","",3011
"3155","Bursitis","1","Coronavirus disease - COVID-19",3011
"3156","Genital Neoplasms, Male","1","Coronavirus disease - COVID-19",3011
"3157","Granulomatous Disease, Chronic","1","Coronavirus disease - COVID-19",3011
"3158","Polycystic Kidney, Autosomal Recessive","0","",3011
"3159","Goiter, Substernal","NA","",3011
"3160","Torticollis","0","",3011
"3161","Embolism, Fat","0","",3011
"3162","Heartburn","0","",3011
"3163","Neoplasms, Cystic, Mucinous, and Serous","1","Coronavirus disease - COVID-19",3011
"3164","Poisoning","1","Coronavirus disease - COVID-19",3011
"3165","Bone Malalignment","0","",3011
"3166","Pancreatitis, Acute Hemorrhagic","NA","",3011
"3167","Nuchal Cord","0","",3011
"3168","Postural Orthostatic Tachycardia Syndrome","1","Coronavirus disease - COVID-19",3011
"3169","Morning Sickness","0","",3011
"3170","Periapical Granuloma","1","Coronavirus disease - COVID-19",3011
"3171","Muscle Hypertonia","0","",3011
"3172","Yersinia Infections","1","Coronavirus disease - COVID-19",3011
"3173","Hyperostosis Frontalis Interna","0","",3011
"3174","Cardiac Complexes, Premature","0","",3011
"3175","Corneal Wavefront Aberration","0","",3011
"3176","Sialadenitis","1","Coronavirus disease - COVID-19",3011
"3177","Brain Infarction","1","Coronavirus disease - COVID-19",3011
"3178","Parathyroid Diseases","1","Coronavirus disease - COVID-19",3011
"3179","Hepatic Infarction","NA","",3011
"3180","Pneumopericardium","1","Coronavirus disease - COVID-19",3011
"3181","Porcine Reproductive and Respiratory Syndrome","1","Coronavirus disease - COVID-19",3011
"3182","Gonadal Dysgenesis","0","",3011
"3183","Leiomyosarcoma","0","",3011
"3184","Pain","1","Coronavirus disease - COVID-19",3011
"3185","Thalassemia","1","Coronavirus disease - COVID-19",3011
"3186","Trypanosomiasis, African","0","",3011
"3187","Lacerations","0","",3011
"3188","Tuberculosis","1","Coronavirus disease - COVID-19",3011
"3189","Delirium","1","Coronavirus disease - COVID-19",3011
"3190","Sex Chromosome Disorders of Sex Development","0","",3011
"3191","Heart Septal Defects, Ventricular","0","",3011
"3192","Aortic Root Aneurysm","NA","",3011
"3193","Carcinoma, Papillary","1","Coronavirus disease - COVID-19",3011
"3194","Urethritis","0","",3011
"3195","Tuberculosis, Ocular","1","Coronavirus disease - COVID-19",3011
"3196","Euthyroid Sick Syndromes","0","",3011
"3197","Eyelid Neoplasms","0","",3011
"3198","Sagittal Sinus Thrombosis","NA","",3011
"3199","Mevalonate Kinase Deficiency","1","Coronavirus disease - COVID-19",3011
"3200","Pancoast Syndrome","0","",3011
"3201","Peroxisomal Disorders","1","Coronavirus disease - COVID-19",3011
"3202","Arbovirus Infections","1","Coronavirus disease - COVID-19",3011
"3203","Adenophorea Infections","1","Coronavirus disease - COVID-19",3011
"3204","Humeral Fractures","0","",3011
"3205","Dental Deposits","1","Coronavirus disease - COVID-19",3011
"3206","Ovarian Diseases","1","Coronavirus disease - COVID-19",3011
"3207","Dog Diseases","1","Coronavirus disease - COVID-19",3011
"3208","Osteochondritis","0","",3011
"3209","Clinical Deterioration","0","",3011
"3210","Cysts","1","Coronavirus disease - COVID-19",3011
"3211","Lymphoma, B-Cell","1","Coronavirus disease - COVID-19",3011
"3212","Nocturnal Enuresis","0","",3011
"3213","Monosomy","1","Coronavirus disease - COVID-19",3011
"3214","Biliary Fistula","0","",3011
"3215","Adenoma, Sweat Gland","0","",3011
"3216","Obesity, Maternal","0","",3011
"3217","Severe Dengue","1","Coronavirus disease - COVID-19",3011
"3218","Langer-Giedion Syndrome","0","",3011
"3219","Ear Diseases","1","Coronavirus disease - COVID-19",3011
"3220","Common Variable Immunodeficiency","1","Coronavirus disease - COVID-19",3011
"3221","Heart Failure, Diastolic","1","Coronavirus disease - COVID-19",3011
"3222","Extranodal Extension","0","",3011
"3223","Malignant Catarrh","NA","",3011
"3224","Lyme Neuroborreliosis","0","",3011
"3225","Epilepsy, Benign Neonatal","0","",3011
"3226","Nairobi Sheep Disease","NA","",3011
"3227","Mania","1","Coronavirus disease - COVID-19",3011
"3228","Pterygium","1","Coronavirus disease - COVID-19",3011
"3229","Tertiary Lymphoid Structures","1","Coronavirus disease - COVID-19",3011
"3230","Fructose-1,6-Diphosphatase Deficiency","0","",3011
"3231","Osteosarcoma","1","Coronavirus disease - COVID-19",3011
"3232","IgA Vasculitis","1","Coronavirus disease - COVID-19",3011
"3233","MERRF Syndrome","0","",3011
"3234","Leydig Cell Tumor","0","",3011
"3235","Phencyclidine Abuse","NA","",3011
"3236","Sleep Deprivation","0","",3011
"3237","Plaque, Atherosclerotic","1","Coronavirus disease - COVID-19",3011
"3238","Pericarditis, Constrictive","0","",3011
"3239","Ectodermal Dysplasia 3, Anhidrotic","NA","",3011
"3240","Psittacosis","0","",3011
"3241","Fractures, Comminuted","0","",3011
"3242","Astroviridae Infections","0","",3011
"3243","Aspergillosis, Allergic Bronchopulmonary","1","Coronavirus disease - COVID-19",3011
"3244","Periostitis","NA","",3011
"3245","Dust Mite Allergy","NA","",3011
"3246","Abdominal Pain","1","Coronavirus disease - COVID-19",3011
"3247","Uveal Diseases","1","Coronavirus disease - COVID-19",3011
"3248","Metabolic Diseases","1","Coronavirus disease - COVID-19",3011
"3249","Epiretinal Membrane","0","",3011
"3250","Respiratory Distress Syndrome","1","Coronavirus disease - COVID-19",3011
"3251","Vitamin K Deficiency Bleeding","0","",3011
"3252","Non-Radiographic Axial Spondyloarthritis","NA","",3011
"3253","Hemorrhagic Fevers, Viral","1","Coronavirus disease - COVID-19",3011
"3254","Blind Loop Syndrome","1","Coronavirus disease - COVID-19",3011
"3255","Abnormalities, Severe Teratoid","0","",3011
"3256","Zoonoses","1","Coronavirus disease - COVID-19",3011
"3257","Diverticulitis, Colonic","1","Coronavirus disease - COVID-19",3011
"3258","Slipped Capital Femoral Epiphyses","0","",3011
"3259","Chronobiology Disorders","1","Coronavirus disease - COVID-19",3011
"3260","Tympanic Membrane Perforation","0","",3011
"3261","Fasciculation","0","",3011
"3262","Osteochondrosis","1","Coronavirus disease - COVID-19",3011
"3263","Creutzfeldt-Jakob Syndrome","0","",3011
"3264","Infarction, Anterior Cerebral Artery","0","",3011
"3265","Anomalous Left Coronary Artery","NA","",3011
"3266","Brugada Syndrome","0","",3011
"3267","Avulavirus Infections","1","Coronavirus disease - COVID-19",3011
"3268","Wandering Spleen","NA","",3011
"3269","Stomach Rupture","NA","",3011
"3270","Tooth Resorption","0","",3011
"3271","Familial Hypophosphatemic Rickets","0","",3011
"3272","Behcet Syndrome","1","Coronavirus disease - COVID-19",3011
"3273","Mastitis","1","Coronavirus disease - COVID-19",3011
"3274","Keratosis, Seborrheic","0","",3011
"3275","Post-Acute COVID-19 Syndrome","NA","",3011
"3276","Specific Language Disorder","0","",3011
"3277","Hemangioblastoma","0","",3011
"3278","Enterocolitis, Pseudomembranous","1","Coronavirus disease - COVID-19",3011
"3279","Lymphatic Abnormalities","1","Coronavirus disease - COVID-19",3011
"3280","Urinary Bladder, Underactive","0","",3011
"3281","Psoriasis","1","Coronavirus disease - COVID-19",3011
"3282","Decompression Sickness","1","Coronavirus disease - COVID-19",3011
"3283","Leukemia, Myelomonocytic, Acute","0","",3011
"3284","IgG Deficiency","0","",3011
"3285","Uterine Cervical Dysplasia","1","Coronavirus disease - COVID-19",3011
"3286","Diverticulosis, Esophageal","NA","",3011
"3287","Branchio-Oto-Renal Syndrome","0","",3011
"3288","Carcinosarcoma","1","Coronavirus disease - COVID-19",3011
"3289","Multiple Sclerosis, Relapsing-Remitting","1","Coronavirus disease - COVID-19",3011
"3290","Ascites","1","Coronavirus disease - COVID-19",3011
"3291","Soft Tissue Infections","1","Coronavirus disease - COVID-19",3011
"3292","Leukemia, Lymphocytic, Chronic, B-Cell","1","Coronavirus disease - COVID-19",3011
"3293","Compassion Fatigue","0","",3011
"3294","Job Syndrome","1","Coronavirus disease - COVID-19",3011
"3295","Disease","1","Coronavirus disease - COVID-19",3011
"3296","Bladder Exstrophy","0","",3011
"3297","Brown-Sequard Syndrome","0","",3011
"3298","Bone Diseases, Infectious","1","Coronavirus disease - COVID-19",3011
"3299","Angina, Stable","1","Coronavirus disease - COVID-19",3011
"3300","Optic Nerve Neoplasms","0","",3011
"3301","Glucose Intolerance","1","Coronavirus disease - COVID-19",3011
"3302","Desmoplastic Small Round Cell Tumor","0","",3011
"3303","Brachydactyly","0","",3011
"3304","Pyoderma Gangrenosum","1","Coronavirus disease - COVID-19",3011
"3305","Abducens Nerve Injury","NA","",3011
"3306","Toxoplasmosis, Ocular","1","Coronavirus disease - COVID-19",3011
"3307","Tachycardia, Paroxysmal","0","",3011
"3308","Adiposis Dolorosa","0","",3011
"3309","Epiphyses, Slipped","0","",3011
"3310","Treponemal Infections","1","Coronavirus disease - COVID-19",3011
"3311","Macroglossia","0","",3011
"3312","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma","1","Coronavirus disease - COVID-19",3011
"3313","Retinal Detachment","1","Coronavirus disease - COVID-19",3011
"3314","Hyperinsulinism","1","Coronavirus disease - COVID-19",3011
"3315","Myositis Ossificans","1","Coronavirus disease - COVID-19",3011
"3316","Neoplasms, Post-Traumatic","NA","",3011
"3317","Coxsackievirus Infections","1","Coronavirus disease - COVID-19",3011
"3318","Facial Pain","1","Coronavirus disease - COVID-19",3011
"3319","Sleep Disorders, Circadian Rhythm","0","",3011
"3320","Urea Cycle Disorders, Inborn","0","",3011
"3321","Popliteal Artery Entrapment Syndrome","NA","",3011
"3322","Sarcoma, Yoshida","NA","",3011
"3323","Dysostoses","1","Coronavirus disease - COVID-19",3011
"3324","Syphilis, Congenital","0","",3011
"3325","Lordosis","1","Coronavirus disease - COVID-19",3011
"3326","Cholangitis","1","Coronavirus disease - COVID-19",3011
"3327","Warburg Effect, Oncologic","0","",3011
"3328","Gastrointestinal Diseases","1","Coronavirus disease - COVID-19",3011
"3329","Carcinoma, Signet Ring Cell","1","Coronavirus disease - COVID-19",3011
"3330","Cleft Palate","1","Coronavirus disease - COVID-19",3011
"3331","Colles' Fracture","NA","",3011
"3332","Hyperthyroxinemia","0","",3011
"3333","Menopause, Premature","0","",3011
"3334","Ankle Injuries","1","Coronavirus disease - COVID-19",3011
"3335","Alveolar Bone Loss","1","Coronavirus disease - COVID-19",3011
"3336","Esophageal Squamous Cell Carcinoma","1","Coronavirus disease - COVID-19",3011
"3337","Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative","1","Coronavirus disease - COVID-19",3011
"3338","Pyonephrosis","NA","",3011
"3339","Leriche Syndrome","NA","",3011
"3340","Paraduodenal Hernia","NA","",3011
"3341","Microvascular Angina","0","",3011
"3342","Myxomatosis, Infectious","NA","",3011
"3343","Neurogenic Inflammation","1","Coronavirus disease - COVID-19",3011
"3344","Adenosarcoma","0","",3011
"3345","Retrograde Degeneration","0","",3011
"3346","Carcinoma, Squamous Cell","1","Coronavirus disease - COVID-19",3011
"3347","Pancreas Divisum","NA","",3011
"3348","Psoas Abscess","0","",3011
"3349","Steatitis","NA","",3011
"3350","Spondylarthropathies","1","Coronavirus disease - COVID-19",3011
"3351","Hemolysis","1","Coronavirus disease - COVID-19",3011
"3352","Insect Bites and Stings","1","Coronavirus disease - COVID-19",3011
"3353","Central Nervous System Vascular Malformations","1","Coronavirus disease - COVID-19",3011
"3354","Tularemia","1","Coronavirus disease - COVID-19",3011
"3355","Dihydropyrimidine Dehydrogenase Deficiency","0","",3011
"3356","Respiratory Tract Neoplasms","1","Coronavirus disease - COVID-19",3011
"3357","Scorpion Stings","1","Coronavirus disease - COVID-19",3011
"3358","Acanthocheilonemiasis","NA","",3011
"3359","Chemical and Drug Induced Liver Injury","1","Coronavirus disease - COVID-19",3011
"3360","Orbital Diseases","1","Coronavirus disease - COVID-19",3011
"3361","Prosopagnosia","0","",3011
"3362","Hyperlactatemia","0","",3011
"3363","Hernia, Hiatal","0","",3011
"3364","Immunologic Deficiency Syndromes","1","Coronavirus disease - COVID-19",3011
"3365","Hepatitis C","1","Coronavirus disease - COVID-19",3011
"3366","Purpura, Hyperglobulinemic","NA","",3011
"3367","Blood Coagulation Disorders, Inherited","1","Coronavirus disease - COVID-19",3011
"3368","Rhinoscleroma","0","",3011
"3369","Eosinophilic Granuloma","0","",3011
"3370","Scrub Typhus","1","Coronavirus disease - COVID-19",3011
"3371","Hemorrhagic Stroke","NA","",3011
"3372","Lysosomal Storage Diseases, Nervous System","1","Coronavirus disease - COVID-19",3011
"3373","Ulnar Neuropathies","0","",3011
"3374","Spinal Muscular Atrophies of Childhood","0","",3011
"3375","Pentalogy of Cantrell","0","",3011
"3376","Postphlebitic Syndrome","NA","",3011
"3377","Mouth Diseases","1","Coronavirus disease - COVID-19",3011
"3378","Hypercementosis","0","",3011
"3379","Ischemic Attack, Transient","1","Coronavirus disease - COVID-19",3011
"3380","Prodromal Symptoms","0","",3011
"3381","Carbamoyl-Phosphate Synthase I Deficiency Disease","0","",3011
"3382","Eyelid Diseases","1","Coronavirus disease - COVID-19",3011
"3383","Tardive Dyskinesia","0","",3011
"3384","Glioma","1","Coronavirus disease - COVID-19",3011
"3385","Esophagitis, Peptic","0","",3011
"3386","Heart Arrest","1","Coronavirus disease - COVID-19",3011
"3387","Echogenic Bowel","0","",3011
"3388","Alcohol-Related Disorders","1","Coronavirus disease - COVID-19",3011
"3389","Infectious Mononucleosis","1","Coronavirus disease - COVID-19",3011
"3390","Leishmaniasis","1","Coronavirus disease - COVID-19",3011
"3391","Persistent Hyperplastic Primary Vitreous","0","",3011
"3392","Thoracic Diseases","1","Coronavirus disease - COVID-19",3011
"3393","Acquired Immunodeficiency Syndrome","1","Coronavirus disease - COVID-19",3011
"3394","Fucosidosis","0","",3011
"3395","Bernard-Soulier Syndrome","0","",3011
"3396","Eye Hemorrhage","1","Coronavirus disease - COVID-19",3011
"3397","Tricuspid Valve Prolapse","NA","",3011
"3398","Ventricular Outflow Obstruction, Right","NA","",3011
"3399","Soft Tissue Injuries","0","",3011
"3400","Pyloric Stenosis, Hypertrophic","0","",3011
"3401","Dental Fistula","NA","",3011
"3402","Head Injuries, Penetrating","1","Coronavirus disease - COVID-19",3011
"3403","Esthesioneuroblastoma, Olfactory","0","",3011
"3404","Carcinoma, Renal Cell","1","Coronavirus disease - COVID-19",3011
"3405","Rectocele","0","",3011
"3406","Arthritis, Infectious","1","Coronavirus disease - COVID-19",3011
"3407","Ophthalmoplegia, Chronic Progressive External","0","",3011
"3408","Fibrocystic Breast Disease","1","Coronavirus disease - COVID-19",3011
"3409","Ichthyosis, X-Linked","0","",3011
"3410","Status Asthmaticus","0","",3011
"3411","Gonadal Disorders","1","Coronavirus disease - COVID-19",3011
"3412","Infant, Newborn, Diseases","1","Coronavirus disease - COVID-19",3011
"3413","Asthma, Occupational","1","Coronavirus disease - COVID-19",3011
"3414","Lichen Nitidus","0","",3011
"3415","Encephalomyelitis, Equine","1","Coronavirus disease - COVID-19",3011
"3416","Epilepsy, Rolandic","0","",3011
"3417","Learning Disabilities","0","",3011
"3418","Mineralocorticoid Excess Syndrome, Apparent","0","",3011
"3419","Hepatitis, Viral, Human","1","Coronavirus disease - COVID-19",3011
"3420","Parasitic Diseases, Animal","1","Coronavirus disease - COVID-19",3011
"3421","Coproporphyria, Hereditary","0","",3011
"3422","Purpura, Thrombocytopenic","1","Coronavirus disease - COVID-19",3011
"3423","Hypertension","1","Coronavirus disease - COVID-19",3011
"3424","Hypoventilation","0","",3011
"3425","Coronary Disease","1","Coronavirus disease - COVID-19",3011
"3426","Hypovolemia","0","",3011
"3427","Hyperphosphatemia","1","Coronavirus disease - COVID-19",3011
"3428","Scalp Dermatoses","1","Coronavirus disease - COVID-19",3011
"3429","Acrocallosal Syndrome","0","",3011
"3430","Kuru","NA","",3011
"3431","Hyperglycemia","1","Coronavirus disease - COVID-19",3011
"3432","Marfan Syndrome","0","",3011
"3433","Pneumonia, Mycoplasma","1","Coronavirus disease - COVID-19",3011
"3434","Dementia","1","Coronavirus disease - COVID-19",3011
"3435","Spirochaetales Infections","1","Coronavirus disease - COVID-19",3011
"3436","Glycogen Storage Disease Type VII","NA","",3011
"3437","Biliary Tract Neoplasms","1","Coronavirus disease - COVID-19",3011
"3438","Temporomandibular Joint Disorders","1","Coronavirus disease - COVID-19",3011
"3439","Tuberculosis, Avian","NA","",3011
"3440","Growth Disorders","1","Coronavirus disease - COVID-19",3011
"3441","Erythema Induratum","NA","",3011
"3442","Anemia, Hypoplastic, Congenital","1","Coronavirus disease - COVID-19",3011
"3443","Trigger Finger Disorder","0","",3011
"3444","Choristoma","1","Coronavirus disease - COVID-19",3011
"3445","Myositis","1","Coronavirus disease - COVID-19",3011
"3446","Malaria, Avian","0","",3011
"3447","Encephalitis","1","Coronavirus disease - COVID-19",3011
